比赛时间,比赛ID,联赛名称,主队,客队,主队（让球）vs客队,半场比分,全场比分,总进球数,胜赔率,平赔率,负赔率
2020/10/22,周三016,德乙,汉堡,戈亚尼亚竞技,科林蒂安（-1）vs戈亚尼亚竞技,'0:0,'0:0,0,1.96,2.95,3.5
2020/10/23,周五001,韩职,水原三星,巴伊亚,博塔弗戈（-1）vs巴伊亚,'0:1,'1:2,3,2.3,2.95,2.78
2020/10/23,周四012,欧罗巴,萨格勒布迪纳摩,埃尔切,埃瓦尔（-1）vs埃尔切,'0:1,'0:1,1,1.61,3.1,5.25
2020/10/23,周四011,欧罗巴,托特纳姆热刺,巴利亚多利德,皇家马德里（-1）vs巴利亚多利德,'0:0,'1:0,1,1.12,6.1,13
2020/10/23,周四010,欧罗巴,比利亚雷亚尔,克拉斯诺达尔,塞萨洛尼基（-1）vs克拉斯诺达尔,'0:0,'1:2,3,2.05,3.2,3
2020/10/23,周四009,欧罗巴,凯尔特人,布拉格斯拉维亚,中日德兰（-1）vs布拉格斯拉维亚,'0:1,'4:1,5,2.5,2.99,2.5
2020/10/23,周四008,欧罗巴,布拉格斯巴达,亚特兰大,拉齐奥（-1）vs亚特兰大,'0:3,'1:4,5,2.4,3.55,2.3
2020/10/23,周四007,欧罗巴,莱切斯特城,西汉姆联,埃弗顿（-1）vs西汉姆联,'1:0,'4:1,5,1.57,3.75,4.35
2020/10/23,周四006,欧罗巴,那不勒斯,曼彻斯特联,布赖顿（+1）vs曼彻斯特联,'0:1,'0:3,3,3.85,3.7,1.66
2020/10/23,周四005,欧罗巴,PSV埃因霍温,拜仁慕尼黑,多特蒙德（+1）vs拜仁慕尼黑,'1:2,'2:3,5,5.4,4.7,1.36
2020/10/23,周四004,欧罗巴,标准列日,曼彻斯特城,伯恩利（+1）vs曼彻斯特城,'0:1,'0:3,3,8.25,5,1.23
2020/10/23,周四003,欧罗巴,波兹南莱赫,敦刻尔克,阿雅克肖（-1）vs敦刻尔克,'0:0,'1:0,1,1.88,2.85,4
2020/10/23,周四002,欧罗巴,勒沃库森,阿拉维斯,比利亚雷亚尔（-1）vs阿拉维斯,'2:1,'3:1,4,1.38,3.85,6.75
2020/10/23,周四001,欧罗巴,年轻人,马德里竞技,韦斯卡（+1）vs马德里竞技,'0:0,'0:0,0,7.85,3.75,1.35
2020/10/24,周六033,葡超,葡萄牙国民,多德勒支,奥斯（-1）vs多德勒支,'1:0,'2:0,2,1.97,3.5,2.95
2020/10/24,周六032,荷甲,芬洛,达姆施塔特,纽伦堡（-1）vs达姆施塔特,'1:0,'2:3,5,1.96,3.32,3.1
2020/10/24,周六031,西甲,巴塞罗那,格拉夫夏普,SBV精英（+1）vs格拉夫夏普,'1:1,'1:2,3,2.8,3.8,1.95
2020/10/24,周六030,英冠,斯托克城,柏太阳神,横滨水手（-1）vs柏太阳神,'0:1,'0:1,1,1.95,4,2.69
2020/10/24,周六029,英冠,谢菲尔德星期三,东京FC,川崎前锋（-1）vs东京FC,'0:1,'0:2,2,1.48,4.25,4.5
2020/10/24,周六028,英冠,雷丁,大阪钢巴,鸟栖沙岩（+1）vs大阪钢巴,'0:2,'1:2,3,2.48,3.35,2.31
2020/10/24,周六027,英冠,女王公园巡游者,明尼苏达联,纳什维尔（-1）vs明尼苏达联,'0:0,'0:0,0,2.09,3.24,2.88
2020/10/24,周六026,英冠,诺维奇,坎布尔,海尔蒙特（+1）vs坎布尔,'1:0,'1:5,6,8.35,5.5,1.2
2020/10/24,周六025,英冠,米尔沃尔,布里斯托尔流浪,牛津联（-1）vs布里斯托尔流浪,'0:1,'1:1,2,1.69,3.5,3.9
2020/10/24,周六024,英冠,哈德斯菲尔德,吉灵汉姆,伊普斯维奇（-1）vs吉灵汉姆,'0:0,'2:0,2,2.01,3.3,3
2020/10/24,周六023,英冠,考文垂,布莱克浦,阿克宁顿（+1）vs布莱克浦,'0:1,'1:1,2,2.58,3.2,2.3
2020/10/24,周六021,英冠,布里斯托尔城,柏太阳神,横滨水手（-1）vs柏太阳神,'0:1,'0:1,1,1.95,4,2.69
2020/10/24,周六020,俄超,圣彼得堡泽尼特,东京FC,川崎前锋（-1）vs东京FC,'0:1,'0:2,2,1.48,4.25,4.5
2020/10/24,周六019,德甲,拜仁慕尼黑,大阪钢巴,鸟栖沙岩（+1）vs大阪钢巴,'0:2,'1:2,3,2.48,3.35,2.31
2020/10/24,周六018,瑞超,佐加顿斯,明尼苏达联,纳什维尔（-1）vs明尼苏达联,'0:0,'0:0,0,2.09,3.24,2.88
2020/10/24,周六017,瑞超,赫根,坎布尔,海尔蒙特（+1）vs坎布尔,'1:0,'1:5,6,8.35,5.5,1.2
2020/10/24,周六016,法乙,卡昂,布里斯托尔流浪,牛津联（-1）vs布里斯托尔流浪,'0:1,'1:1,2,1.69,3.5,3.9
2020/10/24,周六015,意甲,亚特兰大,吉灵汉姆,伊普斯维奇（-1）vs吉灵汉姆,'0:0,'2:0,2,2.01,3.3,3
2020/10/24,周六014,英冠,沃特福德,布莱克浦,阿克宁顿（+1）vs布莱克浦,'0:1,'1:1,2,2.58,3.2,2.3
2020/10/24,周六012,俄超,莫斯科迪纳摩,乌克兰,法国（-2）vs乌克兰,'4:0,'7:1,8,1.12,6,13.5
2020/10/24,周六010,德乙,达姆施塔特,西班牙,葡萄牙（-1）vs西班牙,'0:0,'0:0,0,2.38,3.1,2.55
2020/10/24,周六009,德乙,基尔,墨西哥,荷兰（-1）vs墨西哥,'0:0,'0:1,1,1.63,3.45,4.35
2020/10/24,周六008,德乙,汉诺威96,克罗地亚,瑞士（-1）vs克罗地亚,'1:1,'1:2,3,2.16,3.1,2.88
2020/10/24,周六007,德乙,汉堡,芬兰,波兰（-1）vs芬兰,'3:0,'5:1,6,1.47,3.55,5.85
2020/10/24,周六005,韩职,仁川联,土耳其,德国（-1）vs土耳其,'1:0,'3:3,6,1.28,4.5,7.7
2020/10/24,周六004,日职,大阪钢巴,希腊,奥地利（-1）vs希腊,'0:0,'2:1,3,1.73,3.3,3.95
2020/10/24,周六003,日职,东京FC,捷克,塞浦路斯（+1）vs捷克,'1:2,'1:2,3,7,4.2,1.33
2020/10/24,周六001,日乙,山形山神,米内罗竞技,福塔雷萨（+1）vs米内罗竞技,'1:1,'2:1,3,3.6,3.35,1.79
2020/10/24,周五021,墨超,普埃布拉,帕尔梅拉斯,博塔弗戈（+1）vs帕尔梅拉斯,'0:0,'2:1,3,4.25,3.1,1.74
2020/10/24,周五020,美职足,纳什维尔,戈亚尼亚竞技,圣保罗（-1）vs戈亚尼亚竞技,'1:0,'3:0,3,1.49,3.4,6
2020/10/24,周五019,葡超,通德拉,科里蒂巴,格雷米奥（-1）vs科里蒂巴,'2:0,'2:1,3,1.34,3.85,7.8
2020/10/24,周五018,荷乙,坎布尔,瓦斯科达伽马,巴伊亚（-1）vs瓦斯科达伽马,'3:0,'3:0,3,1.75,3.2,4
2020/10/24,周五017,荷乙,埃因霍温FC,桑托斯,科林蒂安（-1）vs桑托斯,'1:1,'1:1,2,2.12,2.9,3.15
2020/10/24,周五016,荷乙,登博思,温哥华白帽,圣何塞地震（-1）vs温哥华白帽,'0:0,'3:0,3,1.47,4.35,4.45
2020/10/24,周五015,荷乙,格拉夫夏普,波特兰伐木工,洛杉矶银河（-1）vs波特兰伐木工,'1:2,'3:6,9,2.07,3.72,2.62
2020/10/24,周五014,荷乙,阿尔梅勒城,皇家盐湖城,西雅图海湾人（-1）vs皇家盐湖城,'1:0,'2:1,3,1.35,4.4,6
2020/10/24,周五013,法甲,雷恩,芝加哥火焰,堪萨斯城竞技（-1）vs芝加哥火焰,'0:0,'1:0,1,1.57,3.85,4.2
2020/10/24,周五012,西甲,埃尔切,达拉斯FC,休斯敦迪纳摩（-1）vs达拉斯FC,'1:0,'2:0,2,2.01,3.52,2.85
2020/10/24,周五011,英超,阿斯顿维拉,华盛顿联,纽约城（-1）vs华盛顿联,'1:1,'4:1,5,1.3,4.55,6.9
2020/10/24,周五010,比甲,科特赖克,辛辛那提FC,费城联合（-1）vs辛辛那提FC,'0:0,'3:0,3,1.45,3.9,5.3
2020/10/24,周五009,意甲,萨索洛,多伦多FC,新英格兰革命（-1）vs多伦多FC,'0:1,'0:1,1,2.34,3.4,2.42
2020/10/24,周五008,英冠,诺丁汉森林,蒙特利尔CF,哥伦布机员（-1）vs蒙特利尔CF,'1:1,'1:2,3,1.34,4.5,6.05
2020/10/24,周五007,荷乙,奈梅亨,迈阿密国际,纽约红牛（-1）vs迈阿密国际,'0:0,'1:2,3,2.2,3.4,2.6
2020/10/24,周五006,荷乙,马斯特里赫特,奥兰多城,亚特兰大联（+1）vs奥兰多城,'0:0,'0:0,0,2.55,3.35,2.26
2020/10/24,周五005,荷乙,乌德勒支青年队,喀麦隆,日本（-1）vs喀麦隆,'0:0,'0:0,0,1.5,3.5,5.5
2020/10/24,周五004,荷乙,福伦丹,威尔士,英格兰（-1）vs威尔士,'1:0,'3:0,3,1.25,4.65,8.5
2020/10/24,周五003,德乙,雷根斯堡,科特迪瓦,比利时（-1）vs科特迪瓦,'0:0,'1:1,2,1.28,4.65,7.25
2020/10/24,周五002,德乙,纽伦堡,瑞典,俄罗斯（-1）vs瑞典,'0:1,'1:2,3,1.97,3.05,3.35
2020/10/25,周日032,荷甲,瓦尔韦克,厄瓜多尔,阿根廷（-2）vs厄瓜多尔,'1:0,'1:0,1,1.16,5.4,11.5
2020/10/25,周日029,比甲,奥斯坦德,智利,乌拉圭（-1）vs智利,'1:0,'2:1,3,1.6,3.5,4.5
2020/10/25,周日028,葡超,法伦斯,秘鲁,巴拉圭（-1）vs秘鲁,'0:0,'2:2,4,2.03,3,3.25
2020/10/25,周日027,葡超,摩雷伦斯,科索沃,北马其顿（-1）vs科索沃,'2:1,'2:1,3,2.12,2.88,3.18
2020/10/25,周日026,西甲,加的斯,北爱尔兰,波黑（-1）vs北爱尔兰,'1:0,'1:1,2,1.53,3.4,5.35
2020/10/25,周日025,德甲,沃尔夫斯堡,爱尔兰,斯洛伐克（-1）vs爱尔兰,'0:0,'0:0,0,2.95,2.7,2.35
2020/10/25,周日024,法甲,波尔多,以色列,苏格兰（-1）vs以色列,'0:0,'0:0,0,2.08,3.06,3.06
2020/10/25,周日023,英超,南安普敦,塞尔维亚,挪威（-1）vs塞尔维亚,'0:0,'1:1,2,2.15,2.98,3
2020/10/25,周日022,俄超,罗斯托夫,罗马尼亚,冰岛（-1）vs罗马尼亚,'2:0,'2:1,3,2.3,2.82,2.9
2020/10/25,周日021,荷甲,鹿特丹斯巴达,匈牙利,保加利亚（+1）vs匈牙利,'0:1,'1:3,4,3.5,2.8,2.04
2020/10/25,周日020,荷甲,维迪斯,白俄罗斯,格鲁吉亚（-1）vs白俄罗斯,'1:0,'1:0,1,2.05,2.8,3.45
2020/10/25,周日019,比甲,安特卫普,巴西国际,布拉干蒂诺RB（+1）vs巴西国际,'0:2,'0:2,2,2.66,3,2.35
2020/10/25,周日018,瑞超,厄斯特松德,塞阿拉,巴拉纳竞技（-1）vs塞阿拉,'0:0,'0:0,0,1.83,3.05,3.85
2020/10/25,周日017,瑞超,卡尔马,伊普斯维奇,布莱克浦（-1）vs伊普斯维奇,'0:3,'1:4,5,2.3,3.05,2.7
2020/10/25,周日016,德乙,桑德豪森,AFC温布尔登,斯文登（-1）vsAFC温布尔登,'0:1,'0:1,1,2.05,3.2,3
2020/10/25,周日015,德乙,波鸿,米尔顿凯恩斯,朴次茅斯（-1）vs米尔顿凯恩斯,'2:1,'2:1,3,1.51,3.7,4.95
2020/10/25,周日014,德乙,海登海姆,伯顿,普利茅斯（-1）vs伯顿,'1:0,'2:0,2,1.86,3.4,3.3
2020/10/25,周日013,法甲,朗斯,彼得堡联,北安普敦（+1）vs彼得堡联,'0:1,'0:2,2,4.4,3.55,1.6
2020/10/25,周日012,荷甲,福图纳锡塔德,布里斯托尔流浪,林肯城（-1）vs布里斯托尔流浪,'0:0,'1:2,3,1.67,3.45,4.1
2020/10/25,周日011,俄超,乌拉尔,维冈竞技,克鲁（-1）vs维冈竞技,'2:0,'3:0,3,1.95,3.25,3.2
2020/10/25,周日010,日乙,琉球FC,罗奇代尔,阿克宁顿（-1）vs罗奇代尔,'0:0,'2:1,3,1.99,3.25,3.08
2020/10/25,周日009,韩职,蔚山现代,牛津联,吉灵汉姆（+1）vs牛津联,'2:0,'3:1,4,3,3.05,2.12
2020/10/25,周日008,日乙,爱媛FC,前进之鹰,马斯特里赫特（+1）vs前进之鹰,'0:2,'0:2,2,3.1,3.5,1.9
2020/10/25,周日007,日乙,山口雷诺法,浦和红钻,鸟栖沙岩（+1）vs浦和红钻,'0:0,'0:1,1,2.65,3.4,2.16
2020/10/25,周日006,日乙,北九州向日葵,仙台七夕,川崎前锋（-2）vs仙台七夕,'1:0,'1:0,1,1.14,6.6,9.5
2020/10/25,周日005,日乙,磐田喜悦,大分三神,横滨水手（-1）vs大分三神,'0:0,'4:0,4,1.56,4.2,3.95
2020/10/25,周日004,日乙,甲府风林,横滨FC,鹿岛鹿角（-1）vs横滨FC,'0:2,'3:2,5,1.37,4.45,5.55
2020/10/25,周日003,日乙,德岛漩涡,福冈黄蜂,甲府风林（+1）vs福冈黄蜂,'0:0,'0:2,2,2.53,2.95,2.5
2020/10/25,周日002,日乙,福冈黄蜂,水户蜀葵,千叶市原（+1）vs水户蜀葵,'0:3,'1:5,6,2.58,3.35,2.23
2020/10/25,周日001,日乙,大宫松鼠RB,神户胜利船,柏太阳神（+1）vs神户胜利船,'3:0,'4:3,7,2.33,3.75,2.28
2020/10/25,周六070,墨超,墨西哥美洲,新泻天鹅,京都不死鸟（-1）vs新泻天鹅,'0:0,'1:2,3,2.25,3,2.8
2020/10/25,周六069,墨超,马萨特兰,山口雷诺法,长崎航海（-1）vs山口雷诺法,'1:2,'4:3,7,1.53,3.85,4.55
2020/10/25,周六068,美职足,温哥华白帽,爱媛FC,德岛漩涡（-1）vs爱媛FC,'1:0,'2:0,2,1.32,4.15,7.4
2020/10/25,周六067,美职足,皇家盐湖城,枥木SC,大宫松鼠RB（-1）vs枥木SC,'0:0,'0:0,0,2.07,3,3.15
2020/10/25,周六066,墨超,老虎大学,磐田喜悦,松本山雅（+1）vs磐田喜悦,'0:0,'0:0,0,3.25,3.2,1.95
2020/10/25,周六065,美职足,休斯敦迪纳摩,群马温泉,北九州向日葵（-1）vs群马温泉,'0:0,'0:0,0,1.67,3.5,4
2020/10/25,周六064,巴甲,米内罗竞技,琉球FC,山形山神（-1）vs琉球FC,'2:0,'3:0,3,1.67,3.6,3.9
2020/10/25,周六063,美职足,费城联合,赫尔城,福利特伍德（+1）vs赫尔城,'1:1,'4:1,5,2.85,3.1,2.18
2020/10/25,周六062,美职足,纽约城,阿尔及利亚,尼日利亚（+1）vs阿尔及利亚,'0:1,'0:1,1,2.82,2.8,2.37
2020/10/25,周六060,美职足,芝加哥火焰,委内瑞拉,哥伦比亚（-1）vs委内瑞拉,'3:0,'3:0,3,1.27,4.4,8.5
2020/10/25,周六059,墨超,克雷塔罗,SBV精英,埃因霍温FC（+1）vsSBV精英,'0:0,'1:1,2,3.55,4.15,1.64
2020/10/25,周六057,美职足,亚特兰大联,威尔士,爱尔兰（-1）vs威尔士,'0:0,'0:0,0,2.72,2.72,2.52
2020/10/25,周六055,美职足,迈阿密国际,冈山绿雉,东京绿茵（-1）vs冈山绿雉,'0:0,'0:1,1,1.94,3.12,3.35
2020/10/25,周六054,葡超,波尔图,金泽塞维根,町田泽维亚（+1）vs金泽塞维根,'0:2,'2:2,4,2.68,3.1,2.28
2020/10/25,周六053,荷甲,海伦芬,德国,乌克兰（+1）vs德国,'0:1,'1:2,3,10,5.8,1.16
2020/10/25,周六052,法甲,巴黎圣日尔曼,皇家盐湖城,温哥华白帽（+1）vs皇家盐湖城,'0:1,'2:1,3,3.05,3.4,1.95
2020/10/25,周六051,比甲,勒芬,戈亚斯,米内罗竞技（-1）vs戈亚斯,'2:0,'3:0,3,1.15,6.05,10
2020/10/25,周六050,挪超,布兰,纽约红牛,亚特兰大联（-1）vs纽约红牛,'0:0,'0:1,1,2.55,3.32,2.27
2020/10/25,周六049,荷甲,兹沃勒,福塔雷萨,科里蒂巴（-1）vs福塔雷萨,'0:0,'0:0,0,2.43,2.78,2.75
2020/10/25,周六048,葡超,圣克拉拉,圣保罗,帕尔梅拉斯（-1）vs圣保罗,'0:0,'0:2,2,2.2,2.85,3.05
2020/10/25,周六047,法乙,图卢兹,休斯敦迪纳摩,迈阿密国际（-1）vs休斯敦迪纳摩,'0:0,'1:0,1,1.61,3.8,4
2020/10/25,周六046,法乙,敦刻尔克,弗拉门戈,瓦斯科达伽马（+1）vs弗拉门戈,'1:0,'1:2,3,4.95,3.6,1.53
2020/10/25,周六045,法乙,波城FC,奥斯,特尔斯达（-1）vs奥斯,'1:0,'1:1,2,1.48,3.9,4.95
2020/10/25,周六044,法乙,沙托鲁,瑞士,西班牙（-1）vs瑞士,'1:0,'1:0,1,1.33,4.2,7
2020/10/25,周六043,法乙,格勒诺布尔,罗达JC,阿尔梅勒城（-1）vs罗达JC,'2:1,'2:1,3,1.75,3.8,3.35
2020/10/25,周六042,法乙,特鲁瓦,圣何塞地震,波特兰伐木工（-1）vs圣何塞地震,'0:0,'3:0,3,1.52,4.15,4.25
2020/10/25,周六040,法乙,欧塞尔,蒂华纳,桑托斯拉古纳（-1）vs蒂华纳,'2:0,'2:0,2,1.66,3.55,4
2020/10/25,周六039,荷甲,乌德勒支,纳什维尔,堪萨斯城竞技（-1）vs纳什维尔,'0:1,'2:1,3,1.57,3.6,4.55
2020/10/25,周六038,比甲,色格拉布鲁日,蒙特利尔CF,费城联合（-1）vs蒙特利尔CF,'1:0,'2:1,3,1.4,4.3,5.35
2020/10/25,周六036,英超,曼彻斯特联,多伦多FC,辛辛那提FC（+1）vs多伦多FC,'0:1,'0:1,1,3.95,3.6,1.66
2020/10/25,周六035,俄超,克拉斯诺达尔,华盛顿联,芝加哥火焰（-1）vs华盛顿联,'2:0,'2:1,3,1.36,4.25,6.1
2020/10/25,周六034,挪超,斯达,巴拉纳竞技,巴西国际（-1）vs巴拉纳竞技,'2:1,'2:1,3,1.64,3.15,4.85
2020/10/25,周六011,西甲,奥萨苏纳,科林蒂安,塞阿拉（-1）vs科林蒂安,'1:1,'2:1,3,2.02,2.88,3.45
2020/10/26,周日053,墨超,桑托斯拉古纳,西雅图海湾人,洛杉矶FC（-1）vs西雅图海湾人,'1:0,'3:1,4,2.02,3.75,2.68
2020/10/26,周日052,墨超,瓜达拉哈拉,布拉干蒂诺RB,戈亚尼亚竞技（-1）vs布拉干蒂诺RB,'1:1,'2:1,3,2.33,2.87,2.8
2020/10/26,周日051,巴西杯,圣保罗,博塔弗戈,累西腓体育（-1）vs博塔弗戈,'0:2,'1:2,3,2.15,2.95,3.05
2020/10/26,周日050,巴甲,巴西国际,新英格兰革命,纽约城（-1）vs新英格兰革命,'0:1,'1:2,3,1.61,3.7,4.15
2020/10/26,周日049,巴甲,巴拉纳竞技,格雷米奥,桑托斯（+1）vs格雷米奥,'1:0,'2:1,3,3.2,3,2.05
2020/10/26,周日048,葡超,吉马良斯,土耳其,俄罗斯（-1）vs土耳其,'1:0,'1:1,2,1.72,3.3,4
2020/10/26,周日047,法甲,里昂,葡萄牙,法国（-1）vs葡萄牙,'0:0,'0:0,0,2.06,3.02,3.15
2020/10/26,周日046,意甲,尤文图斯,意大利,波兰（+1）vs意大利,'0:0,'0:0,0,4.45,3.38,1.63
2020/10/26,周日045,美职足,洛杉矶FC,摩尔多瓦,希腊（-2）vs摩尔多瓦,'1:0,'2:0,2,1.11,5.65,18
2020/10/26,周日044,挪超,博德闪耀,匈牙利,塞尔维亚（-1）vs匈牙利,'0:1,'0:1,1,1.52,3.55,5.15
2020/10/26,周日043,巴甲,戈亚尼亚竞技,丹麦,冰岛（+1）vs丹麦,'0:1,'0:3,3,5.15,3.45,1.54
2020/10/26,周日042,巴甲,弗鲁米嫩塞,斯洛伐克,苏格兰（-1）vs斯洛伐克,'0:0,'1:0,1,1.92,3.1,3.45
2020/10/26,周日039,比甲,圣图尔登,奥地利,北爱尔兰（+1）vs奥地利,'0:1,'0:1,1,5.35,3.5,1.51
2020/10/26,周日038,墨超,托卢卡,瑞典,克罗地亚（-1）vs瑞典,'1:0,'2:1,3,1.84,3.15,3.65
2020/10/26,周日037,挪超,瓦勒伦加,比利时,英格兰（-1）vs比利时,'1:1,'2:1,3,2.44,3.16,2.45
2020/10/26,周日036,挪超,萨尔普斯堡,罗马尼亚,挪威（-1）vs罗马尼亚,'2:0,'4:0,4,1.58,3.4,4.85
2020/10/26,周日035,挪超,莫尔德,科特迪瓦,日本（-1）vs科特迪瓦,'0:0,'1:0,1,2.45,2.95,2.58
2020/10/26,周日034,挪超,奥勒松,海尔蒙特,登博思（-1）vs海尔蒙特,'0:0,'1:2,3,1.83,3.65,3.2
2020/10/26,周日033,俄超,格罗兹尼,长崎航海,磐田喜悦（-1）vs长崎航海,'0:0,'1:0,1,2.16,3.25,2.75
2020/10/26,周日031,瑞超,厄勒布鲁,山口雷诺法,金泽塞维根（-1）vs山口雷诺法,'2:0,'4:2,6,1.61,3.8,4
2020/10/26,周日030,瑞超,马尔默,北九州向日葵,甲府风林（-1）vs北九州向日葵,'2:1,'3:2,5,2.12,3.15,2.9
2020/10/27,周二014,意大利杯,博洛尼亚,山形山神,枥木SC（+1）vs山形山神,'0:1,'0:1,1,2.95,2.93,2.2
2020/10/27,周二013,意大利杯,桑普多利亚,千叶市原,大宫松鼠RB（-1）vs千叶市原,'0:0,'0:0,0,1.86,3.25,3.5
2020/10/27,周一011,墨超,帕丘卡,福冈黄蜂,新泻天鹅（-1）vs福冈黄蜂,'0:1,'1:2,3,2.26,3.12,2.7
2020/10/27,周一010,葡超,本菲卡,水户蜀葵,松本山雅（+1）vs水户蜀葵,'1:0,'2:2,4,3.05,3.35,1.97
2020/10/27,周一009,西甲,莱万特,群马温泉,琉球FC（-1）vs群马温泉,'0:0,'0:1,1,1.77,3.65,3.4
2020/10/27,周一008,英超,伯恩利,京都不死鸟,町田泽维亚（+1）vs京都不死鸟,'1:0,'3:0,3,3.06,3.08,2.07
2020/10/27,周一007,比甲,根特,德岛漩涡,冈山绿雉（+1）vs德岛漩涡,'0:0,'1:1,2,4,3.18,1.76
2020/10/27,周一006,法乙,索肖,东京绿茵,爱媛FC（+1）vs东京绿茵,'0:3,'1:4,5,3.22,3.05,2.02
2020/10/27,周一005,意甲,AC米兰,大分三神,神户胜利船（-1）vs大分三神,'1:0,'1:1,2,2.37,3.45,2.37
2020/10/27,周一004,德甲,勒沃库森,川崎前锋,广岛三箭（+1）vs川崎前锋,'0:0,'0:2,2,3.65,4.05,1.63
2020/10/27,周一003,瑞超,瓦尔贝里,浦和红钻,柏太阳神（-1）vs浦和红钻,'1:0,'1:1,2,1.64,3.97,3.67
2020/10/27,周一002,瑞超,北雪平,横滨水手,大阪钢巴（+1）vs横滨水手,'1:1,'1:1,2,3,4,1.82
2020/10/27,周一001,俄超,莫斯科中央陆军,阿尔及利亚,墨西哥（-1）vs阿尔及利亚,'1:1,'2:2,4,1.78,3.15,3.92
2020/10/28,周三033,意大利杯,贝内文托,卢森堡,黑山（-1）vs卢森堡,'1:1,'1:2,3,1.68,3.15,4.5
2020/10/28,周三032,意大利杯,奇塔代拉,突尼斯,尼日利亚（-1）vs突尼斯,'1:1,'1:1,2,2.35,2.68,2.98
2020/10/28,周三031,意大利杯,卡利亚里,哥伦比亚,智利（+1）vs哥伦比亚,'2:1,'2:2,4,2.82,2.87,2.32
2020/10/28,周三030,意大利杯,都灵,巴西,秘鲁（+1）vs巴西,'1:1,'2:4,6,8,4.4,1.28
2020/10/28,周三002,日职,东京FC,戈亚斯,弗拉门戈（-1）vs戈亚斯,'1:1,'2:1,3,1.15,5.9,10.5
2020/10/28,周三001,日职,广岛三箭,阿根廷,玻利维亚（+1）vs阿根廷,'1:1,'1:2,3,5.7,4.1,1.4
2020/10/28,周二015,巴西杯,博塔弗戈,西班牙,乌克兰（+1）vs西班牙,'0:0,'1:0,1,9.75,5.25,1.19
2020/10/28,周二012,美职足,温哥华白帽,瑞士,德国（-1）vs瑞士,'1:2,'3:3,6,1.36,4.2,6.2
2020/10/28,周二011,美职足,蒙特利尔CF,格拉夫夏普,前进之鹰（+1）vs格拉夫夏普,'0:0,'0:0,0,3.15,3.45,1.9
2020/10/28,周二010,欧冠,利物浦,长崎航海,磐田喜悦（-1）vs长崎航海,'0:0,'1:0,1,2.16,3.25,2.75
2020/10/28,周二009,欧冠,马赛,山口雷诺法,金泽塞维根（-1）vs山口雷诺法,'2:0,'4:2,6,1.61,3.8,4
2020/10/28,周二008,欧冠,门兴格拉德巴赫,北九州向日葵,甲府风林（-1）vs北九州向日葵,'2:1,'3:2,5,2.12,3.15,2.9
2020/10/28,周二007,英冠,威科姆,山形山神,枥木SC（+1）vs山形山神,'0:1,'0:1,1,2.95,2.93,2.2
2020/10/28,周二006,英冠,斯旺西,千叶市原,大宫松鼠RB（-1）vs千叶市原,'0:0,'0:0,0,1.86,3.25,3.5
2020/10/28,周二005,英冠,米德尔斯堡,福冈黄蜂,新泻天鹅（-1）vs福冈黄蜂,'0:1,'1:2,3,2.26,3.12,2.7
2020/10/28,周二004,英冠,布伦特福德,水户蜀葵,松本山雅（+1）vs水户蜀葵,'1:0,'2:2,4,3.05,3.35,1.97
2020/10/28,周二003,英冠,布莱克本,群马温泉,琉球FC（-1）vs群马温泉,'0:0,'0:1,1,1.77,3.65,3.4
2020/10/28,周二002,英冠,巴恩斯利,京都不死鸟,町田泽维亚（+1）vs京都不死鸟,'1:0,'3:0,3,3.06,3.08,2.07
2020/10/28,周二001,欧冠,莫斯科火车头,德岛漩涡,冈山绿雉（+1）vs德岛漩涡,'0:0,'1:1,2,4,3.18,1.76
2020/10/28,周三033,意大利杯,贝内文托,阿雅克肖,波城FC（-1）vs阿雅克肖,'0:0,'0:0,0,2.03,2.95,3.15
2020/10/28,周三032,意大利杯,奇塔代拉,罗德兹,尼奥尔（+1）vs罗德兹,'1:1,'1:1,2,2.85,2.82,2.25
2020/10/28,周三031,意大利杯,卡利亚里,尚布利,勒阿弗尔（-1）vs尚布利,'1:0,'2:4,6,1.8,2.95,3.95
2020/10/28,周三030,意大利杯,都灵,芝加哥火焰,纽约红牛（-1）vs芝加哥火焰,'0:0,'2:0,2,1.72,3.55,3.5
2020/10/28,周三002,日职,东京FC,里奥阿维,波尔蒂芒尼斯（-1）vs里奥阿维,'0:0,'0:0,0,2.29,2.79,2.82
2020/10/28,周三001,日职,广岛三箭,博阿维斯塔,圣克拉拉（-1）vs博阿维斯塔,'1:1,'3:3,6,1.9,3,3.45
2020/10/28,周二015,巴西杯,博塔弗戈,特温特,福图纳锡塔德（+1）vs特温特,'1:0,'3:0,3,2.82,3.4,2
2020/10/28,周二012,美职足,温哥华白帽,富勒姆,切尔西（-1）vs富勒姆,'1:0,'2:0,2,1.31,3.95,7.5
2020/10/28,周二011,美职足,蒙特利尔CF,索契,克拉斯诺达尔（-1）vs索契,'0:1,'1:3,4,1.96,3.3,2.98
2020/10/28,周二010,欧冠,利物浦,洛杉矶银河,西雅图海湾人（-1）vs洛杉矶银河,'2:0,'3:0,3,1.48,4,4.5
2020/10/28,周二009,欧冠,马赛,里昂,摩纳哥（-1）vs里昂,'1:0,'2:3,5,2.02,3.35,2.81
2020/10/28,周二008,欧冠,门兴格拉德巴赫,巴塞罗那,巴伦西亚（+1）vs巴塞罗那,'0:0,'2:3,5,8.5,5.9,1.16
